Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Clear,Highway,Afternoon,1,50,3,0,Low,Dry,Truck,36,24,Artificial Light,0
Clear,City Road,Evening,0,50,1,0,Low,Wet,Motorcycle,30,50,No Light,0
Rainy,City Road,Evening,1,100,2,1,High,Wet,Car,69,41,Artificial Light,1
Clear,Mountain Road,Afternoon,2,50,1,0,Moderate,Under Construction,Truck,24,24,No Light,0
Rainy,Rural Road,Morning,2,100,3,0,High,Icy,Car,23,62,Artificial Light,0
Foggy,Highway,Evening,1,100,1,0,Low,Dry,Motorcycle,40,41,Daylight,0
Stormy,Highway,Morning,0,100,4,0,Low,Wet,Car,24,60,Artificial Light,0
Snowy,City Road,Morning,1,80,4,0,High,Under Construction,Motorcycle,27,52,Artificial Light,0
Clear,Rural Road,Night,2,30,4,0,High,Dry,Car,68,18,Daylight,0
Clear,Highway,Night,1,60,4,0,High,Dry,Truck,26,38,Daylight,0
Clear,Highway,Evening,2,30,2,0,High,Dry,Car,32,51,Artificial Light,1
Rainy,Mountain Road,Evening,0,60,5,0,Low,Dry,Car,60,55,Artificial Light,0
Rainy,Highway,Night,1,80,2,0,Low,Dry,Car,46,42,Artificial Light,0
Snowy,Highway,Evening,1,50,1,1,Low,Dry,Car,68,22,Daylight,0
Snowy,Highway,Afternoon,1,30,5,0,Low,Dry,Motorcycle,52,27,Daylight,0
Clear,Highway,Afternoon,1,80,4,0,Low,Dry,Car,41,38,Daylight,0
Clear,City Road,Morning,2,60,3,0,Low,Under Construction,Motorcycle,63,57,Daylight,1
Clear,Highway,Evening,1,100,1,0,Low,Wet,Car,20,61,Artificial Light,0
Rainy,Rural Road,Morning,1,80,5,0,Moderate,Dry,Car,65,26,Daylight,0
Rainy,Highway,Evening,2,60,4,0,Low,Wet,Car,20,45,Artificial Light,1
Clear,City Road,Evening,1,50,11,0,Low,Dry,Truck,36,57,Artificial Light,0
Foggy,City Road,Morning,0,30,1,1,Low,Dry,Motorcycle,37,58,Artificial Light,0
Clear,City Road,Afternoon,1,120,2,0,Moderate,Dry,Motorcycle,53,27,Artificial Light,0
Clear,Mountain Road,Night,1,80,5,1,Low,Dry,Car,66,18,Artificial Light,0
Rainy,Rural Road,Afternoon,1,30,2,0,Moderate,Icy,Truck,34,38,Daylight,0
Clear,Highway,Afternoon,1,60,3,0,Low,Wet,Car,26,51,Daylight,0
Clear,Highway,Afternoon,2,80,2,1,Low,Dry,Car,41,17,Daylight,1
Clear,Highway,Morning,2,50,1,1,Moderate,Dry,Motorcycle,18,46,Artificial Light,0
Clear,City Road,Morning,1,30,3,1,Low,Dry,Car,31,43,Daylight,0
Rainy,City Road,Afternoon,0,30,2,0,Low,Dry,Car,38,39,Artificial Light,0
Clear,City Road,Afternoon,2,80,1,1,Low,Icy,Car,60,39,Artificial Light,0
Stormy,Highway,Afternoon,0,30,2,0,High,Wet,Bus,26,33,Artificial Light,0
Clear,Highway,Morning,0,50,3,0,Low,Dry,Car,41,43,Artificial Light,0
Clear,Highway,Afternoon,1,60,5,0,High,Wet,Car,34,15,Daylight,1
Clear,City Road,Evening,0,50,3,0,Low,Dry,Car,53,54,Artificial Light,1
Foggy,Highway,Afternoon,1,60,5,1,Low,Icy,Car,41,40,Daylight,1
Clear,City Road,Night,2,100,1,0,Moderate,Icy,Car,65,23,Artificial Light,1
Rainy,Rural Road,Morning,1,60,2,0,Low,Dry,Motorcycle,52,49,Daylight,1
Stormy,Highway,Morning,1,80,1,1,Moderate,Dry,Car,46,30,Artificial Light,1
Clear,Mountain Road,Night,0,30,3,1,Low,Dry,Car,29,14,No Light,1
Clear,Rural Road,Night,0,50,5,0,Moderate,Dry,Car,48,29,Artificial Light,0
Stormy,Rural Road,Afternoon,0,100,1,0,Moderate,Icy,Car,60,13,Daylight,0
Clear,Rural Road,Evening,2,80,5,1,Low,Wet,Car,43,63,Artificial Light,0
Rainy,Rural Road,Afternoon,0,50,5,1,Moderate,Wet,Car,46,47,Daylight,0
Clear,City Road,Morning,1,30,4,1,Low,Dry,Car,42,17,Daylight,1
Foggy,Highway,Evening,2,60,4,0,High,Dry,Car,32,19,Daylight,1
Foggy,Highway,Evening,0,80,4,0,Moderate,Icy,Car,41,26,Artificial Light,1
Foggy,City Road,Afternoon,1,50,4,0,Low,Icy,Car,22,34,Daylight,0
Snowy,Highway,Afternoon,0,100,3,1,High,Dry,Truck,52,24,Artificial Light,0
Foggy,City Road,Afternoon,2,80,1,0,Low,Dry,Car,58,38,Daylight,0
Rainy,City Road,Evening,0,60,1,0,Low,Icy,Truck,20,53,No Light,0
Rainy,Highway,Morning,2,60,5,0,Moderate,Icy,Car,37,63,Artificial Light,0
Foggy,Highway,Afternoon,1,60,5,0,Low,Dry,Car,25,56,No Light,1
Clear,Rural Road,Afternoon,2,60,2,0,Low,Under Construction,Car,27,27,Daylight,0
Foggy,Rural Road,Evening,2,100,2,0,Low,Wet,Car,60,54,Artificial Light,1
Clear,City Road,Afternoon,0,60,3,0,Moderate,Under Construction,Car,52,34,Daylight,0
Snowy,Rural Road,Night,1,60,1,0,Low,Wet,Car,35,19,No Light,0
Rainy,Highway,Evening,1,80,5,0,Low,Dry,Car,46,62,Artificial Light,0
Rainy,City Road,Afternoon,0,80,1,0,Moderate,Dry,Car,58,56,Artificial Light,1
Clear,Highway,Afternoon,0,80,1,0,Low,Dry,Motorcycle,63,53,Artificial Light,0
Rainy,Highway,Afternoon,1,80,4,0,Low,Wet,Truck,41,23,Artificial Light,0
Foggy,Highway,Afternoon,0,60,4,0,Low,Dry,Motorcycle,21,40,Artificial Light,1
Foggy,Highway,Afternoon,0,60,3,1,Moderate,Dry,Car,62,44,Artificial Light,0
Rainy,Highway,Afternoon,0,60,1,0,High,Dry,Car,32,30,Daylight,0
Clear,City Road,Afternoon,2,100,5,0,Low,Wet,Truck,55,66,Daylight,0
Clear,Highway,Morning,2,100,5,0,Moderate,Dry,Motorcycle,27,51,Artificial Light,0
Snowy,Highway,Morning,2,80,4,0,Moderate,Dry,Car,29,24,Daylight,0
Clear,Highway,Morning,0,30,5,0,Low,Dry,Car,36,14,Artificial Light,0
Snowy,Highway,Afternoon,1,50,3,0,Low,Dry,Car,29,57,Daylight,0
Rainy,Rural Road,Evening,1,30,5,0,Moderate,Wet,Truck,30,44,Artificial Light,0
Clear,Rural Road,Evening,2,60,1,0,Low,Dry,Car,50,60,Daylight,0
Stormy,Rural Road,Evening,2,50,4,0,Moderate,Wet,Car,20,18,Artificial Light,0
Stormy,Highway,Afternoon,1,50,4,0,Low,Wet,Motorcycle,42,41,Artificial Light,0
Clear,Highway,Afternoon,1,100,3,0,Low,Wet,Car,35,10,Daylight,0
Clear,Highway,Morning,0,50,3,0,Moderate,Dry,Car,52,17,Artificial Light,0
Clear,Highway,Evening,0,50,5,0,Low,Wet,Car,35,40,No Light,0
Clear,Highway,Evening,1,80,4,0,Low,Wet,Car,64,52,No Light,1
Snowy,Highway,Morning,1,100,4,0,Low,Dry,Car,44,32,Artificial Light,0
Clear,City Road,Afternoon,1,50,4,0,Low,Icy,Car,49,25,Artificial Light,0
Stormy,Rural Road,Evening,1,50,1,0,Moderate,Dry,Car,67,31,Daylight,0
Rainy,City Road,Night,1,80,4,0,High,Wet,Motorcycle,46,38,No Light,0
Rainy,City Road,Evening,2,50,4,0,Low,Wet,Car,61,45,Artificial Light,0
Clear,Highway,Evening,2,60,1,0,High,Dry,Truck,56,57,Artificial Light,0
Rainy,Highway,Morning,1,50,3,0,Moderate,Wet,Truck,49,60,Daylight,1
Rainy,Highway,Afternoon,1,50,5,0,Moderate,Dry,Car,52,19,Artificial Light,1
Clear,Highway,Morning,0,100,1,1,High,Dry,Car,46,26,Artificial Light,0
Clear,Rural Road,Night,2,100,1,0,Moderate,Under Construction,Car,49,30,Artificial Light,0
Clear,City Road,Evening,0,196,4,0,Moderate,Icy,Car,21,60,Artificial Light,0
Rainy,City Road,Evening,0,100,5,0,Low,Dry,Truck,42,26,No Light,0
Clear,Highway,Night,0,120,2,0,Low,Dry,Car,34,40,Daylight,1
Foggy,Rural Road,Evening,2,50,2,0,Moderate,Dry,Car,40,22,Daylight,0
Foggy,City Road,Morning,1,30,2,0,Low,Dry,Car,26,50,Daylight,0
Clear,Highway,Morning,0,80,1,0,Moderate,Dry,Bus,22,51,Artificial Light,0
Clear,Highway,Afternoon,0,50,5,0,Moderate,Icy,Truck,21,33,Artificial Light,1
Rainy,Rural Road,Evening,1,50,2,1,Low,Under Construction,Car,53,33,Artificial Light,0
Rainy,City Road,Morning,1,60,3,0,High,Dry,Truck,55,26,Artificial Light,0
Rainy,City Road,Afternoon,2,100,4,0,Moderate,Under Construction,Car,26,13,Artificial Light,0
Foggy,City Road,Evening,1,100,5,0,High,Under Construction,Truck,54,41,No Light,0
Clear,City Road,Afternoon,1,60,3,0,Low,Under Construction,Car,46,17,Artificial Light,1
Clear,City Road,Morning,1,50,3,0,Low,Dry,Car,46,44,Artificial Light,0
Foggy,City Road,Afternoon,1,100,3,0,Low,Icy,Car,40,59,Artificial Light,0
Foggy,City Road,Afternoon,0,30,1,0,Low,Dry,Car,38,57,Artificial Light,0
Snowy,Highway,Night,2,80,1,0,Low,Icy,Car,56,51,Daylight,0
Clear,Highway,Evening,1,60,2,0,Moderate,Under Construction,Truck,42,23,Artificial Light,1
Clear,Highway,Evening,1,60,3,0,Low,Icy,Car,55,54,Daylight,0
Foggy,Highway,Evening,2,80,4,0,Low,Dry,Car,26,18,Daylight,0
Foggy,Rural Road,Evening,0,50,5,0,Low,Dry,Car,44,42,Artificial Light,0
Foggy,Rural Road,Night,1,60,2,0,Low,Icy,Car,69,63,Daylight,0
Rainy,Highway,Night,1,80,4,0,Low,Wet,Car,33,60,Artificial Light,0
Rainy,Highway,Morning,2,60,5,0,Low,Icy,Car,41,19,Artificial Light,1
Clear,Highway,Morning,0,50,3,0,High,Dry,Car,44,59,Artificial Light,0
Clear,Highway,Evening,1,50,4,0,Low,Dry,Car,52,30,Artificial Light,0
Snowy,Rural Road,Afternoon,2,213,1,0,Low,Dry,Car,68,55,Artificial Light,0
Foggy,Rural Road,Evening,1,193,5,0,Moderate,Under Construction,Car,66,40,Artificial Light,0
Rainy,Highway,Afternoon,1,50,4,0,Moderate,Wet,Car,33,60,Daylight,0
Rainy,City Road,Afternoon,1,100,4,0,Low,Under Construction,Bus,58,41,Daylight,0
Rainy,City Road,Morning,1,100,2,0,Low,Dry,Car,63,22,Artificial Light,1
Rainy,Highway,Night,1,60,11,0,Moderate,Wet,Car,61,57,No Light,0
Rainy,City Road,Night,1,60,5,0,Moderate,Wet,Car,34,54,Artificial Light,0
Rainy,Highway,Night,0,80,1,0,Low,Dry,Car,41,67,Daylight,0
Rainy,Highway,Morning,0,60,2,1,Low,Dry,Car,23,14,Daylight,0
Foggy,Rural Road,Afternoon,2,50,5,0,Low,Wet,Truck,68,34,Artificial Light,0
Foggy,Highway,Night,1,100,5,1,Moderate,Under Construction,Motorcycle,52,21,Artificial Light,0
Clear,Rural Road,Night,1,100,1,0,Moderate,Dry,Car,42,57,Artificial Light,0
Rainy,City Road,Morning,0,30,3,0,Low,Dry,Car,39,20,Artificial Light,0
Clear,Highway,Morning,1,50,3,0,Moderate,Wet,Car,24,14,No Light,1
Clear,City Road,Evening,0,50,3,0,Low,Under Construction,Motorcycle,67,53,Daylight,0
Foggy,Highway,Evening,1,100,2,0,Moderate,Dry,Car,28,20,Artificial Light,1
Clear,Highway,Morning,2,30,5,1,Low,Icy,Motorcycle,69,17,Artificial Light,0
Clear,City Road,Evening,2,80,5,0,High,Dry,Car,32,45,Artificial Light,1
Rainy,Highway,Night,0,80,5,0,Low,Dry,Car,28,51,Daylight,0
Clear,Highway,Afternoon,0,60,4,1,Low,Dry,Car,65,27,Artificial Light,0
Rainy,Rural Road,Afternoon,1,60,2,0,Moderate,Dry,Car,38,47,Artificial Light,0
Rainy,Highway,Night,2,60,4,0,Moderate,Wet,Car,56,33,Artificial Light,0
Clear,Rural Road,Night,1,100,2,1,Low,Dry,Car,56,10,Artificial Light,0
Stormy,Rural Road,Evening,2,60,2,0,Low,Dry,Car,64,19,Daylight,0
Clear,Highway,Morning,0,60,3,0,Low,Icy,Car,48,52,Daylight,0
Rainy,Mountain Road,Evening,2,60,5,0,Low,Under Construction,Car,23,16,Artificial Light,0
Foggy,Highway,Afternoon,2,120,4,0,Moderate,Wet,Car,32,53,Daylight,0
Rainy,City Road,Afternoon,1,30,5,0,Low,Dry,Car,23,28,Daylight,1
Clear,Rural Road,Afternoon,0,30,2,0,Low,Dry,Car,24,17,Artificial Light,0
Foggy,Highway,Afternoon,2,120,4,0,Moderate,Dry,Truck,52,52,Artificial Light,0
Clear,City Road,Morning,1,100,4,0,Low,Wet,Car,54,39,Artificial Light,1
Rainy,Highway,Afternoon,2,60,1,0,Moderate,Wet,Truck,58,13,No Light,0
Stormy,Highway,Afternoon,1,100,3,0,Low,Wet,Car,56,54,Daylight,1
Stormy,Mountain Road,Afternoon,2,30,2,0,Moderate,Dry,Bus,22,53,Daylight,0
Clear,Highway,Evening,2,50,1,0,Moderate,Wet,Motorcycle,36,30,Daylight,0
Clear,City Road,Afternoon,1,50,2,0,Low,Dry,Bus,26,55,Artificial Light,0
Rainy,Rural Road,Morning,0,80,4,0,Moderate,Icy,Motorcycle,49,45,Daylight,1
Rainy,City Road,Night,1,60,5,0,High,Dry,Car,40,12,Artificial Light,1
Clear,City Road,Night,0,60,3,0,Low,Wet,Car,20,57,Artificial Light,0
Foggy,Highway,Evening,0,50,5,0,Low,Icy,Motorcycle,66,15,Daylight,0
Clear,Highway,Afternoon,2,50,2,1,Low,Under Construction,Car,64,59,Daylight,1
Clear,Rural Road,Night,0,50,4,1,Low,Dry,Car,23,15,Artificial Light,0
Clear,Highway,Evening,1,30,2,0,Moderate,Dry,Motorcycle,49,51,Daylight,0
Foggy,City Road,Night,1,80,14,0,Low,Dry,Truck,36,55,Artificial Light,1
Snowy,Highway,Afternoon,1,60,4,0,Moderate,Icy,Car,65,49,Artificial Light,0
Clear,Highway,Morning,2,50,4,0,Low,Dry,Car,46,52,Artificial Light,1
Clear,City Road,Night,2,100,5,0,Low,Icy,Car,39,19,Daylight,1
Snowy,City Road,Afternoon,0,100,3,0,Moderate,Dry,Car,54,27,Daylight,0
Clear,Highway,Afternoon,2,60,3,0,Low,Under Construction,Car,49,47,Daylight,1
Rainy,Highway,Evening,2,50,4,0,High,Wet,Car,28,66,No Light,0
Clear,Highway,Morning,1,185,3,0,Low,Dry,Car,41,12,Artificial Light,0
Foggy,Highway,Afternoon,1,30,5,1,Low,Dry,Motorcycle,23,12,Artificial Light,0
Clear,Highway,Morning,1,80,3,0,Low,Wet,Car,48,17,Daylight,0
Foggy,City Road,Afternoon,1,60,1,0,Low,Icy,Car,34,59,Artificial Light,0
Clear,Highway,Night,1,80,3,0,Low,Under Construction,Motorcycle,36,19,Artificial Light,0
Stormy,City Road,Afternoon,0,30,2,0,Low,Wet,Car,24,50,Artificial Light,1
Clear,City Road,Evening,1,30,3,0,Low,Under Construction,Car,68,19,Daylight,1
Rainy,City Road,Morning,0,120,3,0,Low,Dry,Motorcycle,67,21,Daylight,0
Rainy,City Road,Night,0,60,2,0,Low,Dry,Car,42,61,No Light,0
Foggy,Highway,Evening,2,50,10,0,Moderate,Dry,Car,66,57,Artificial Light,0
Clear,Highway,Evening,0,30,1,0,Low,Dry,Car,52,57,Daylight,0
Clear,Rural Road,Afternoon,2,80,1,1,Moderate,Dry,Car,66,21,Daylight,1
Foggy,Highway,Evening,2,120,5,0,Low,Under Construction,Bus,27,57,No Light,0
Clear,Highway,Afternoon,0,30,3,0,High,Dry,Car,43,63,Artificial Light,0
Stormy,Highway,Night,1,30,2,0,Low,Dry,Truck,57,52,Artificial Light,0
Rainy,Highway,Afternoon,1,178,4,0,Low,Dry,Bus,55,27,Artificial Light,0
Foggy,Highway,Morning,2,100,3,0,Moderate,Dry,Car,19,18,No Light,0
Rainy,City Road,Afternoon,0,60,4,0,Moderate,Dry,Car,64,38,Daylight,0
Rainy,City Road,Afternoon,1,60,3,0,High,Dry,Car,68,43,Daylight,0
Rainy,Highway,Afternoon,1,100,1,0,Low,Dry,Car,54,54,Daylight,0
Rainy,Rural Road,Night,2,80,5,0,Low,Icy,Car,65,24,Daylight,0
Snowy,City Road,Evening,1,50,1,0,High,Dry,Car,60,52,No Light,0
Rainy,City Road,Afternoon,0,120,3,0,Low,Dry,Car,56,47,Daylight,0
Foggy,City Road,Evening,1,60,5,1,Moderate,Dry,Truck,55,21,Daylight,0
Rainy,Rural Road,Evening,0,50,1,0,Low,Wet,Car,69,48,Artificial Light,0
Clear,Rural Road,Evening,1,178,11,0,Low,Wet,Car,45,40,No Light,1
Rainy,Highway,Afternoon,2,80,2,0,Low,Dry,Car,40,17,Artificial Light,0
Snowy,Highway,Morning,1,100,1,0,Low,Under Construction,Motorcycle,42,33,Artificial Light,1
Stormy,City Road,Afternoon,2,80,4,1,Low,Icy,Car,46,55,Daylight,0
Clear,Highway,Morning,0,50,1,0,Low,Wet,Car,46,57,Daylight,0
Clear,City Road,Morning,1,80,1,0,Low,Wet,Truck,23,37,Artificial Light,0
Clear,Highway,Morning,2,80,5,0,Low,Wet,Car,25,65,Artificial Light,1
Clear,Highway,Afternoon,1,60,4,1,Moderate,Wet,Car,32,24,Daylight,1
Clear,Highway,Afternoon,2,100,2,0,Low,Dry,Car,63,57,Daylight,0
Rainy,Highway,Evening,0,60,4,0,Low,Dry,Car,46,40,Artificial Light,1
Rainy,Rural Road,Afternoon,1,60,2,0,Low,Wet,Car,26,22,Artificial Light,0
Clear,City Road,Morning,0,100,3,0,Low,Dry,Truck,26,33,Daylight,1
Stormy,Rural Road,Afternoon,2,80,5,0,Low,Dry,Car,23,24,Artificial Light,0
Snowy,Highway,Night,0,80,3,0,Low,Under Construction,Car,67,23,Daylight,0
Clear,City Road,Afternoon,0,80,5,0,Low,Icy,Car,44,13,Daylight,0
Stormy,City Road,Afternoon,0,100,2,0,Low,Dry,Truck,43,60,Daylight,0
Clear,Highway,Evening,2,100,4,0,Moderate,Dry,Car,28,66,Artificial Light,1
Clear,Highway,Evening,1,80,3,0,Low,Icy,Car,50,48,Daylight,0
Rainy,Rural Road,Night,2,80,2,1,High,Wet,Car,46,60,Daylight,0
Clear,Highway,Evening,2,60,2,0,Moderate,Dry,Truck,29,51,Daylight,0
Clear,Highway,Afternoon,2,80,4,1,High,Dry,Car,68,28,Daylight,0
Clear,Rural Road,Afternoon,1,60,4,0,Low,Wet,Car,30,28,Artificial Light,0
Snowy,Highway,Morning,2,120,4,0,Low,Dry,Car,43,43,No Light,1
Clear,Highway,Morning,1,60,1,0,Low,Under Construction,Car,54,41,Daylight,0
Rainy,Rural Road,Afternoon,1,60,4,0,High,Dry,Car,36,45,Daylight,1
Clear,Highway,Morning,1,50,3,0,Low,Dry,Car,35,30,Daylight,1
Clear,Highway,Morning,2,60,2,0,High,Dry,Car,23,30,Artificial Light,0
Stormy,Rural Road,Evening,1,50,4,0,Low,Wet,Car,64,25,Daylight,1
Foggy,Rural Road,Night,0,100,1,0,Low,Dry,Motorcycle,32,67,Daylight,0
Clear,Rural Road,Evening,2,100,4,0,Low,Dry,Bus,45,36,Artificial Light,0
Rainy,Highway,Morning,2,60,5,0,Low,Dry,Car,59,50,Daylight,0
Rainy,City Road,Night,0,100,5,0,High,Dry,Car,44,31,Artificial Light,1
Clear,City Road,Afternoon,2,60,3,0,Low,Dry,Motorcycle,54,39,Daylight,0
Clear,City Road,Morning,2,80,3,1,Low,Dry,Car,45,62,Artificial Light,0
Clear,Rural Road,Night,2,50,2,0,Low,Icy,Car,43,31,Daylight,0
Rainy,City Road,Morning,2,50,3,0,Moderate,Dry,Motorcycle,33,18,Daylight,0
Snowy,Highway,Afternoon,1,50,5,1,Low,Dry,Truck,33,30,Daylight,1
Rainy,Highway,Evening,2,30,11,0,Low,Dry,Car,40,36,Daylight,0
Clear,Highway,Night,1,80,5,0,Low,Under Construction,Car,38,19,No Light,1
Clear,Highway,Night,0,60,4,0,Moderate,Under Construction,Car,69,40,Artificial Light,0
Foggy,Highway,Night,1,80,4,0,High,Dry,Car,18,16,Daylight,0
Rainy,Highway,Evening,0,50,1,0,High,Under Construction,Car,65,48,Daylight,0
Clear,City Road,Evening,1,100,1,1,Low,Wet,Car,21,28,Daylight,0
Foggy,Highway,Afternoon,1,100,2,0,Low,Dry,Car,54,64,Daylight,0
Rainy,Rural Road,Evening,1,50,2,1,High,Dry,Truck,25,27,No Light,0
Clear,City Road,Evening,0,50,2,0,Low,Dry,Motorcycle,19,26,Daylight,0
Rainy,Rural Road,Morning,1,60,4,0,Moderate,Dry,Car,50,46,Artificial Light,0
Clear,Rural Road,Morning,1,50,1,0,Low,Dry,Bus,69,33,Daylight,0
Clear,City Road,Morning,2,100,1,0,Low,Dry,Car,46,38,Artificial Light,1
Clear,Highway,Evening,1,60,3,0,Low,Dry,Motorcycle,59,18,No Light,0
Clear,Highway,Afternoon,0,100,4,0,Moderate,Under Construction,Car,26,27,Artificial Light,1
Rainy,Highway,Evening,2,100,4,0,High,Wet,Bus,46,43,Daylight,0
Clear,Highway,Morning,0,30,3,0,High,Icy,Motorcycle,29,50,Daylight,0
Clear,Highway,Morning,1,50,2,0,Low,Dry,Truck,30,43,Artificial Light,0
Rainy,Highway,Afternoon,0,30,3,0,Low,Dry,Car,19,52,Daylight,0
Foggy,City Road,Evening,1,50,5,0,Moderate,Wet,Motorcycle,24,56,Artificial Light,1
Rainy,Highway,Afternoon,1,60,5,0,Low,Dry,Car,58,13,Artificial Light,0
Clear,City Road,Afternoon,1,100,3,0,Low,Icy,Truck,29,56,Daylight,1
Clear,Highway,Evening,2,60,2,0,Low,Wet,Motorcycle,35,30,Artificial Light,0
Snowy,Highway,Evening,1,80,1,1,Low,Icy,Car,48,31,Artificial Light,0
Clear,Rural Road,Afternoon,2,30,4,0,Low,Dry,Car,40,20,Artificial Light,0
Snowy,Highway,Morning,0,80,1,0,Low,Dry,Car,46,18,Artificial Light,1
Rainy,City Road,Night,2,189,5,0,Moderate,Wet,Car,24,54,Daylight,0
Rainy,Rural Road,Night,0,100,3,0,Moderate,Icy,Car,48,27,Artificial Light,0
Clear,City Road,Evening,0,60,5,0,Low,Dry,Car,43,16,Artificial Light,0
Clear,City Road,Morning,1,80,5,1,Low,Icy,Car,65,26,Daylight,0
Clear,Highway,Evening,2,100,2,0,High,Wet,Car,27,61,Daylight,0
Clear,Highway,Evening,0,50,4,1,Low,Wet,Car,26,32,Daylight,0
Rainy,Highway,Evening,1,60,1,0,Moderate,Dry,Car,32,35,Daylight,0
Foggy,Highway,Evening,1,80,1,0,Moderate,Wet,Car,51,29,Artificial Light,0
Rainy,Highway,Morning,1,60,5,0,Low,Dry,Truck,68,17,Artificial Light,0
Clear,City Road,Morning,2,80,4,0,Low,Icy,Car,68,67,Artificial Light,0
Rainy,Rural Road,Evening,1,80,5,0,Moderate,Under Construction,Car,43,65,Daylight,0
Rainy,Highway,Morning,0,120,5,0,Low,Dry,Car,53,43,Artificial Light,0
Rainy,Mountain Road,Morning,2,100,5,0,High,Icy,Car,67,48,Artificial Light,0
Snowy,Highway,Morning,0,60,1,1,Low,Wet,Car,27,39,Daylight,0
Rainy,Highway,Morning,1,60,4,1,Moderate,Icy,Car,46,58,Daylight,0
Clear,Highway,Night,1,60,1,0,Moderate,Dry,Bus,48,17,Artificial Light,1
Clear,City Road,Morning,1,50,2,0,Low,Wet,Car,42,20,Daylight,0
Clear,City Road,Night,0,60,3,0,Low,Dry,Car,65,19,Artificial Light,1
Snowy,Highway,Afternoon,1,80,5,0,Low,Wet,Truck,28,18,Daylight,1
Clear,Highway,Evening,2,80,1,0,Moderate,Wet,Car,33,38,Daylight,0
Rainy,Highway,Morning,1,60,3,0,Low,Dry,Motorcycle,60,26,Artificial Light,1
Foggy,Mountain Road,Afternoon,2,60,3,0,Low,Wet,Car,24,31,Artificial Light,0
Rainy,Rural Road,Afternoon,1,50,1,0,Low,Under Construction,Truck,69,29,Artificial Light,0
Rainy,Highway,Afternoon,2,60,1,0,Moderate,Icy,Bus,34,20,Artificial Light,0
Clear,Highway,Morning,2,120,5,1,High,Dry,Car,25,24,Daylight,0
Foggy,Highway,Afternoon,0,80,4,1,Low,Icy,Car,49,55,Artificial Light,0
Rainy,City Road,Evening,0,100,5,0,Low,Dry,Car,29,36,Artificial Light,1
Clear,Highway,Evening,2,60,3,0,Low,Icy,Car,58,14,Daylight,0
Clear,City Road,Afternoon,2,50,3,0,Moderate,Under Construction,Car,43,61,Artificial Light,0
Clear,City Road,Afternoon,1,100,3,0,High,Dry,Car,18,17,Artificial Light,0
Clear,City Road,Morning,2,80,4,0,High,Dry,Car,21,17,Daylight,0
Foggy,Mountain Road,Night,0,100,4,0,Low,Dry,Car,47,62,Daylight,0
Clear,Rural Road,Evening,2,80,5,0,Moderate,Dry,Car,48,13,Artificial Light,0
Snowy,Highway,Morning,1,60,1,0,High,Dry,Truck,43,44,Artificial Light,1
Foggy,Highway,Evening,0,60,5,0,Moderate,Dry,Truck,51,59,Daylight,1
Rainy,City Road,Afternoon,1,50,5,0,Low,Under Construction,Car,34,31,Daylight,0
Rainy,Highway,Afternoon,2,30,4,0,Moderate,Wet,Truck,67,14,Daylight,1
Clear,Highway,Afternoon,2,100,4,0,Moderate,Under Construction,Car,31,17,No Light,1
Clear,Highway,Morning,1,60,1,0,Low,Dry,Car,51,17,No Light,0
Clear,Highway,Evening,0,60,4,0,Moderate,Under Construction,Truck,42,37,Artificial Light,0
Rainy,Highway,Evening,0,100,3,0,Low,Icy,Car,26,14,Artificial Light,0
Clear,City Road,Morning,2,100,4,0,High,Dry,Car,64,55,Artificial Light,0
Rainy,City Road,Morning,2,80,3,1,Low,Dry,Motorcycle,35,40,Artificial Light,1
Clear,City Road,Evening,2,50,1,0,Moderate,Icy,Car,20,51,Daylight,0
Rainy,Highway,Evening,2,80,1,0,Low,Under Construction,Car,58,37,Artificial Light,1
Foggy,Rural Road,Evening,0,60,5,0,Low,Icy,Truck,46,52,Artificial Light,1
Clear,City Road,Evening,0,100,3,0,Low,Icy,Car,64,64,Artificial Light,0
Clear,City Road,Afternoon,0,80,5,0,Low,Icy,Motorcycle,30,23,Daylight,0
Foggy,City Road,Evening,2,80,5,0,High,Dry,Motorcycle,37,41,Artificial Light,0
Foggy,Highway,Evening,1,30,10,0,Low,Dry,Car,58,62,Daylight,1
Stormy,City Road,Afternoon,2,80,4,0,Moderate,Dry,Car,29,46,Daylight,1
Foggy,Highway,Afternoon,0,60,5,0,Low,Icy,Car,44,63,Daylight,1
Clear,Highway,Morning,0,100,5,0,Low,Wet,Car,49,62,No Light,0
Rainy,City Road,Afternoon,1,100,4,0,Low,Icy,Truck,34,46,Daylight,1
Clear,Rural Road,Morning,0,30,3,1,Low,Icy,Car,42,31,No Light,0
Stormy,City Road,Afternoon,1,50,5,0,Low,Dry,Car,40,27,Artificial Light,0
Clear,Highway,Afternoon,1,60,4,0,Low,Dry,Truck,59,19,Daylight,0
Clear,Highway,Evening,0,30,5,0,Moderate,Dry,Car,29,37,Daylight,0
Clear,Highway,Afternoon,0,60,1,0,Moderate,Icy,Truck,35,14,No Light,0
Clear,Rural Road,Evening,2,60,5,0,High,Dry,Car,42,39,Daylight,0
Clear,Mountain Road,Afternoon,2,30,2,0,Low,Dry,Car,21,19,Artificial Light,0
